선수,G,타석,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,wOBA,wRC+,WAR+,생일,시즌
유장혁20한LF,30,46,42,3,7,1,0,0,8,0,0,1,4,0,0,18,0,0,0,0.167,0.239,0.19,0.43,0.215,16.5,-0.44,2000-05-30,2020
홍원기99한두3B,98,133,118,14,19,6,0,4,37,13,0,0,11,2,1,30,5,1,1,0.161,0.242,0.314,0.556,0.244,31.6,-0.44,1973-06-05,1999
유승안91빙C,57,100,94,3,16,1,0,0,17,5,0,0,5,0,0,25,1,1,0,0.17,0.212,0.181,0.393,0.192,6.6,-0.44,1956-06-01,1991
이선웅91태DH,95,307,273,20,64,10,1,5,91,25,3,2,24,2,2,34,13,7,1,0.234,0.3,0.333,0.633,0.29,73.2,-0.44,1961-02-11,1991
황윤성03현K1B,64,117,95,5,17,2,0,2,25,12,2,2,14,3,0,20,2,4,1,0.179,0.301,0.263,0.564,0.265,49.6,-0.44,1974-03-14,2003
조중근06S1B,54,87,80,7,15,2,0,1,20,5,3,0,2,2,0,30,3,2,1,0.188,0.224,0.25,0.474,0.22,26.9,-0.44,1982-12-20,2006
김형석88ORF,36,121,114,5,25,3,0,0,28,8,2,0,6,0,1,12,2,0,1,0.219,0.256,0.246,0.502,0.237,37.1,-0.44,1962-08-18,1988
이시찬13한2B,97,181,165,20,33,4,0,1,40,13,16,3,9,2,1,29,7,5,0,0.2,0.25,0.242,0.492,0.231,24.9,-0.44,1985-02-25,2013
박준태97LLF,113,234,199,24,44,7,1,3,62,23,5,2,16,1,0,33,2,15,3,0.221,0.279,0.312,0.59,0.256,51.7,-0.44,1967-02-22,1997
이종호91빙,83,160,134,14,23,2,0,1,28,9,3,3,19,1,0,39,1,5,1,0.172,0.277,0.209,0.486,0.239,38.7,-0.44,1967-02-15,1991
박기혁01롯2B,47,61,56,10,8,3,0,1,14,7,2,1,3,0,0,11,1,1,1,0.143,0.183,0.25,0.433,0.194,-3.8,-0.44,1981-06-04,2001
모창민08S1B,91,147,130,30,29,5,0,1,37,20,10,7,12,0,0,38,1,4,1,0.223,0.287,0.285,0.571,0.268,53.9,-0.44,1985-05-08,2008
고원부92ORF,53,178,157,17,34,2,0,2,42,12,6,2,16,0,0,15,5,4,1,0.217,0.287,0.268,0.555,0.262,47.6,-0.44,1962-04-17,1992
김연훈08SSS,19,38,36,4,4,0,0,0,4,0,0,0,1,0,0,3,3,1,0,0.111,0.135,0.111,0.246,0.12,-49.3,-0.45,1984-12-23,2008
김원섭05K,28,26,25,5,1,0,0,0,1,0,0,0,1,0,0,6,2,0,0,0.04,0.077,0.04,0.117,0.064,-83.5,-0.45,1978-12-18,2005
최승준15L1B,8,31,26,0,2,0,0,0,2,1,0,0,4,0,0,7,0,0,1,0.077,0.194,0.077,0.271,0.155,-28.8,-0.45,1988-01-11,2015
김주찬02롯1B,84,291,264,25,58,13,4,7,100,25,9,8,14,5,0,75,5,7,1,0.22,0.271,0.379,0.65,0.281,66.4,-0.45,1981-03-25,2002
김종훈07삼CF,63,73,68,2,14,0,0,0,14,5,0,1,1,1,0,9,3,2,1,0.206,0.225,0.206,0.431,0.202,10,-0.45,1972-01-29,2007
홍원기07현1B,25,32,28,0,2,0,0,0,2,0,0,0,3,0,0,12,1,1,0,0.071,0.161,0.071,0.233,0.127,-40.8,-0.45,1973-06-05,2007
김지수17넥2B,64,40,35,7,6,0,0,1,9,5,0,1,2,0,0,8,0,1,2,0.171,0.205,0.257,0.462,0.2,2.5,-0.45,1986-08-23,2017
강진규91LC,20,40,38,2,4,0,0,0,4,1,0,0,1,0,0,6,0,1,0,0.105,0.128,0.105,0.234,0.113,-51.4,-0.45,1967-02-28,1991
김형준18NC,60,89,81,6,13,1,0,0,14,2,0,0,7,1,0,32,3,0,0,0.16,0.236,0.173,0.409,0.204,5.5,-0.45,1999-11-02,2018
송일수86삼C,40,93,84,7,13,3,0,0,16,4,0,1,4,0,0,7,2,5,0,0.155,0.193,0.19,0.384,0.178,0.7,-0.45,1950-12-13,1986
우경하83롯RF,50,113,104,5,18,2,0,3,29,13,0,2,5,2,0,28,0,1,1,0.173,0.223,0.279,0.502,0.235,41.9,-0.45,1957-10-15,1983
장채근94해쌍C,30,56,54,1,6,0,0,1,9,4,0,1,2,0,0,10,1,0,0,0.111,0.143,0.167,0.31,0.148,-18.4,-0.45,1964-03-28,1994
장교성05현,37,45,40,3,4,1,0,0,5,1,0,2,3,2,0,15,1,0,0,0.1,0.2,0.125,0.325,0.173,-7.8,-0.45,1977-10-27,2005
김주형05K,39,114,99,6,17,3,0,0,20,6,0,0,9,4,1,25,3,2,0,0.172,0.268,0.202,0.47,0.229,29.2,-0.45,1985-12-15,2005
이도윤21한SS,56,68,63,5,11,0,0,0,11,2,1,2,4,0,0,18,1,1,0,0.175,0.224,0.175,0.399,0.198,6.6,-0.45,1996-10-07,2021
한태양22롯SS,34,69,58,12,9,1,0,0,10,3,1,0,5,2,0,21,1,4,0,0.155,0.246,0.172,0.419,0.202,13.9,-0.45,2003-09-15,2022
이봉우97쌍,89,80,76,10,11,3,0,2,20,4,5,0,1,0,0,13,1,3,0,0.145,0.156,0.263,0.419,0.18,0.4,-0.45,1977-07-30,1997
김형석98삼1B,20,28,27,2,2,0,0,0,2,0,0,0,1,0,0,5,0,0,0,0.074,0.107,0.074,0.181,0.091,-57.3,-0.45,1962-08-18,1998
김재현12SRF,84,93,89,22,19,4,0,0,23,5,12,5,0,0,0,18,2,4,0,0.213,0.214,0.258,0.472,0.212,21.1,-0.45,1987-11-07,2012
박철우88해1B,36,72,69,7,13,4,0,0,17,7,1,0,2,0,0,10,2,0,1,0.188,0.208,0.246,0.455,0.212,21.4,-0.45,1964-04-12,1988
박주홍21키DH,23,56,47,4,5,2,0,0,7,3,1,1,9,0,0,21,1,0,0,0.106,0.25,0.149,0.399,0.217,18.3,-0.45,2001-04-16,2021
장호익89해C,38,71,68,4,10,0,0,0,10,2,0,0,2,1,0,6,2,0,0,0.147,0.183,0.147,0.33,0.167,-11.7,-0.45,1965-05-11,1989
조동화05SLF,110,345,281,41,74,2,4,1,87,19,19,5,19,3,0,55,2,41,1,0.263,0.316,0.31,0.625,0.262,50,-0.45,1981-03-22,2005
방진호01한SS,37,41,37,4,4,0,0,0,4,0,0,0,2,0,0,10,1,2,0,0.108,0.154,0.108,0.262,0.128,-41.6,-0.45,1977-07-27,2001
최무영89삼,13,30,30,1,2,0,0,0,2,1,1,0,0,0,0,10,0,0,0,0.067,0.067,0.067,0.133,0.064,-76.5,-0.46,1962-11-02,1989
박기택92쌍,48,113,98,5,14,1,0,2,21,8,1,1,13,2,1,20,4,0,0,0.143,0.257,0.214,0.471,0.232,30.4,-0.46,1968-11-10,1992
김재현17넥C,70,88,84,6,14,2,0,2,22,6,0,0,3,1,0,27,4,0,0,0.167,0.205,0.262,0.467,0.211,9,-0.46,1993-03-18,2017
유지훤83OSS,87,282,250,24,53,8,1,0,63,18,3,5,11,4,0,17,8,16,1,0.212,0.256,0.252,0.508,0.229,37.8,-0.46,1955-10-04,1983
서성민02현,36,50,46,3,5,0,0,1,8,1,1,0,2,1,0,16,1,1,0,0.109,0.163,0.174,0.337,0.156,-19.5,-0.46,1976-08-22,2002
정삼룡90O,39,102,92,8,12,2,0,4,26,10,0,1,8,0,0,18,3,1,1,0.13,0.198,0.283,0.481,0.225,25.9,-0.46,1965-09-20,1990
윤석민20S3B,34,76,73,4,14,2,0,3,25,12,0,0,2,0,0,12,3,0,1,0.192,0.211,0.342,0.553,0.242,30.9,-0.46,1985-09-04,2020
김민혁16kDH,26,31,29,3,3,1,0,0,4,0,2,1,2,0,0,8,0,0,0,0.103,0.161,0.138,0.299,0.15,-36.8,-0.46,1995-11-21,2016
김영일98롯LF,30,88,78,12,13,5,0,0,18,8,2,1,5,2,0,13,1,3,0,0.167,0.235,0.231,0.466,0.214,25.2,-0.46,1971-03-14,1998
박현승08롯1B,73,242,206,27,45,5,1,1,55,22,3,4,28,3,1,37,8,2,3,0.218,0.317,0.267,0.584,0.285,65.1,-0.46,1972-09-12,2008
강성우02SC,62,100,88,2,19,2,0,0,21,8,0,0,2,0,0,10,4,8,2,0.216,0.228,0.239,0.467,0.196,6.5,-0.46,1970-01-05,2002
최선호15삼RF,33,44,42,8,7,1,0,0,8,1,2,0,0,0,0,13,0,2,0,0.167,0.167,0.19,0.357,0.156,-27.9,-0.46,1991-12-12,2015
최용규08K3B,20,37,32,2,3,0,0,0,3,0,1,2,3,0,0,13,0,2,0,0.094,0.171,0.094,0.265,0.136,-36.3,-0.46,1985-08-31,2008
김상호17롯1B,80,114,101,7,23,3,1,0,28,7,0,3,11,2,1,22,4,0,0,0.228,0.316,0.277,0.593,0.281,55,-0.46,1989-05-10,2017
차영화86해SS,85,192,176,18,35,4,0,0,39,3,3,5,9,1,0,9,5,6,0,0.199,0.242,0.222,0.464,0.22,30.8,-0.46,1957-06-27,1986
윤해진13KSS,47,59,54,11,8,1,0,0,9,4,3,2,2,1,0,15,1,2,0,0.148,0.193,0.167,0.36,0.174,-15,-0.46,1989-02-25,2013
오재일12두넥1B,87,228,212,16,43,8,0,8,75,25,0,0,10,0,0,58,3,2,4,0.203,0.235,0.354,0.588,0.268,60.9,-0.47,1986-10-29,2012
해처02롯,25,73,68,6,11,1,0,1,15,5,0,0,2,2,0,22,2,0,1,0.162,0.206,0.221,0.426,0.197,7.8,-0.47,1969-01-07,2002
김민철03K1B,26,41,37,2,4,0,0,0,4,0,1,0,3,1,0,4,0,0,0,0.108,0.195,0.108,0.303,0.162,-22.8,-0.47,1982-03-14,2003
김인호89롯,49,98,87,11,16,3,0,0,19,2,2,4,6,1,0,19,3,4,0,0.184,0.245,0.218,0.463,0.222,28.8,-0.47,1967-01-26,1989
조원우00SLF,29,88,77,5,17,0,0,1,20,10,0,1,6,0,0,13,4,2,3,0.221,0.267,0.26,0.527,0.241,32.9,-0.47,1971-04-08,2000
이성우14KC,63,134,124,11,29,3,0,1,35,9,1,0,3,1,0,18,9,6,0,0.234,0.258,0.282,0.54,0.24,22.7,-0.47,1981-09-01,2014
송주호13한RF,28,34,31,5,4,0,0,0,4,0,0,2,2,0,0,8,0,1,0,0.129,0.182,0.129,0.311,0.156,-26,-0.47,1988-07-11,2013
김동엽22삼DH,30,100,95,9,21,5,0,2,32,4,0,3,4,0,0,22,1,0,1,0.221,0.25,0.337,0.587,0.268,59.3,-0.47,1990-07-24,2022
안승한19KC,36,47,44,4,6,1,0,0,7,5,0,0,1,1,0,13,1,1,0,0.136,0.174,0.159,0.333,0.16,-18.6,-0.47,1992-01-25,2019
한승택13한C,24,38,33,2,1,0,0,0,1,2,0,0,3,1,0,12,0,1,0,0.03,0.135,0.03,0.165,0.103,-61.5,-0.47,1994-06-21,2013
이우수96L,33,77,72,1,13,1,0,0,14,4,0,0,3,0,0,11,1,2,0,0.181,0.213,0.194,0.408,0.192,9.2,-0.47,1972-04-20,1996
이병규15LDH,54,102,96,3,21,7,0,1,31,9,0,0,5,0,0,18,4,0,1,0.219,0.255,0.323,0.578,0.261,44.9,-0.47,1974-10-25,2015
김민호03두SS,77,218,193,23,42,7,0,0,49,15,5,3,13,2,0,32,1,5,5,0.218,0.268,0.254,0.522,0.241,30.3,-0.47,1969-03-19,2003
이지환98롯1B,41,104,96,8,19,1,0,2,26,7,0,0,5,2,1,22,3,0,1,0.198,0.25,0.271,0.521,0.237,41.3,-0.47,1971-03-09,1998
김창평21SLF,40,28,25,6,2,0,0,0,2,1,2,1,1,0,0,6,0,2,0,0.08,0.115,0.08,0.195,0.095,-63.3,-0.47,2000-06-14,2021
박준서10롯2B,22,56,49,4,6,2,0,0,8,1,1,0,3,1,0,10,1,3,0,0.122,0.189,0.163,0.352,0.167,-15.9,-0.47,1981-12-11,2010
로페즈04삼DH,22,76,68,6,11,0,0,3,20,8,0,0,6,1,1,20,2,0,1,0.162,0.237,0.294,0.531,0.241,33.4,-0.47,1974-10-15,2004
우동균15삼RF,37,82,72,12,15,4,0,0,19,6,0,2,9,0,0,12,2,1,0,0.208,0.296,0.264,0.56,0.268,44.7,-0.47,1989-12-03,2015
임수민97한2B,98,224,202,12,44,5,0,3,58,21,0,2,11,0,0,42,8,9,2,0.218,0.256,0.287,0.543,0.242,43.8,-0.47,1973-05-31,1997
김명성86청,47,81,69,7,10,2,0,0,12,3,2,4,8,0,0,7,1,3,1,0.145,0.231,0.174,0.405,0.198,17.3,-0.47,1961-08-24,1986
서용빈05L1B,15,41,39,3,5,1,1,0,8,2,0,0,1,0,0,8,0,1,0,0.128,0.15,0.205,0.355,0.158,-21.6,-0.48,1971-01-02,2005
대니돈17넥1B,20,57,50,5,7,2,0,1,12,2,0,0,7,0,0,16,3,0,0,0.14,0.246,0.24,0.486,0.232,22.2,-0.48,1984-07-20,2017
조충열90해,50,90,79,5,14,1,1,0,17,5,1,0,3,2,0,6,5,6,0,0.177,0.226,0.215,0.441,0.203,12.5,-0.48,1959-02-25,1990
오재일09히1B,43,74,66,4,13,5,0,0,18,4,0,0,6,0,1,15,1,1,1,0.197,0.26,0.273,0.533,0.24,26,-0.48,1986-10-29,2009
박정준04롯,16,37,34,1,3,0,0,0,3,2,1,0,2,0,0,11,0,1,0,0.088,0.139,0.088,0.227,0.116,-53.6,-0.48,1984-06-26,2004
조충열83해,50,90,86,8,15,3,0,0,18,1,2,1,3,0,0,5,3,1,0,0.174,0.202,0.209,0.412,0.194,12.2,-0.48,1959-02-25,1983
최만호08롯CF,28,43,36,5,3,2,0,0,5,1,0,0,1,2,0,14,0,4,0,0.083,0.154,0.139,0.293,0.136,-38.6,-0.48,1974-03-04,2008
정성룡88삼,23,45,43,2,5,0,0,0,5,0,0,0,2,0,0,12,0,0,0,0.116,0.156,0.116,0.272,0.137,-29.4,-0.48,1964-05-19,1988
박재상05SLF,31,49,46,3,6,1,0,0,7,1,3,1,3,0,0,17,0,0,0,0.13,0.184,0.152,0.336,0.167,-16.5,-0.48,1982-07-20,2005
이우성18두NLF,71,199,177,24,40,9,0,4,61,24,1,2,16,4,0,57,6,1,1,0.226,0.303,0.345,0.648,0.292,63.7,-0.48,1994-07-17,2018
윤재호93해SS,59,59,52,2,5,0,0,0,5,2,3,2,4,1,0,14,0,2,0,0.096,0.175,0.096,0.272,0.141,-23,-0.48,1967-03-06,1993
오정환19K2B,30,29,28,8,4,0,0,0,4,1,0,2,0,0,0,12,1,1,0,0.143,0.143,0.143,0.286,0.13,-40.1,-0.48,1999-03-27,2019
염경엽99현2B,95,55,50,17,9,2,0,0,11,0,5,4,2,0,0,3,1,3,0,0.18,0.212,0.22,0.432,0.19,-3.8,-0.48,1968-03-01,1999
이철성86청1B,59,108,98,5,21,5,0,0,26,9,0,1,4,0,0,7,3,5,1,0.214,0.243,0.265,0.508,0.232,41.2,-0.48,1957-03-14,1986
이성득82롯2B,52,132,116,6,22,1,0,0,23,2,2,2,12,0,0,8,5,3,1,0.19,0.264,0.198,0.462,0.225,32.1,-0.48,1953-07-21,1982
엄정대98롯,62,71,64,9,11,0,0,2,17,10,1,1,1,0,0,15,2,6,0,0.172,0.185,0.266,0.45,0.185,5,-0.48,1975-05-10,1998
김민하18한LF,59,108,97,13,21,4,0,3,34,17,5,5,5,3,0,30,6,2,1,0.216,0.274,0.351,0.624,0.271,46.9,-0.49,1989-02-25,2018
서동욱03K2B,42,48,43,5,6,0,0,0,6,2,0,1,2,1,0,23,0,1,1,0.14,0.192,0.14,0.331,0.162,-22.6,-0.49,1984-03-21,2003
이근식83OLF,47,90,78,5,13,2,0,0,15,3,0,1,8,1,0,6,3,2,1,0.167,0.25,0.192,0.442,0.216,28.4,-0.49,1959-06-23,1983
이우석00해,41,79,72,11,12,1,0,0,13,0,2,2,7,0,0,15,1,0,0,0.167,0.241,0.181,0.421,0.21,12.8,-0.49,1975-06-12,2000
이광길90태2B,42,116,96,7,14,3,1,0,19,9,1,1,14,0,1,17,1,3,1,0.146,0.252,0.198,0.45,0.216,20.3,-0.49,1960-08-04,1990
강태율22롯C,17,37,31,0,3,1,0,0,4,3,0,0,2,1,0,8,2,3,0,0.097,0.177,0.129,0.306,0.146,-24.5,-0.49,1996-11-01,2022
김경문86OC,86,202,180,10,33,7,0,0,40,11,0,3,10,2,0,19,2,9,1,0.183,0.233,0.222,0.455,0.213,23.6,-0.49,1958-11-01,1986
김형성98해,63,100,87,5,15,3,0,0,18,3,0,0,7,1,0,22,0,4,1,0.172,0.24,0.207,0.447,0.206,19.7,-0.49,1976-02-28,1998
허준94한SS,63,222,196,16,40,5,1,0,47,13,3,3,9,3,0,23,5,13,1,0.204,0.249,0.24,0.489,0.221,32.1,-0.49,1970-05-29,1994
장정석97현LF,80,117,103,11,22,4,0,0,26,7,3,2,6,1,0,23,1,7,0,0.214,0.264,0.252,0.516,0.231,35.6,-0.49,1973-04-12,1997
김휘욱82삼,34,69,64,5,10,1,1,1,16,9,0,0,1,0,0,8,1,1,1,0.156,0.167,0.25,0.417,0.178,1.6,-0.49,1957-08-11,1982
조충열84해,55,110,102,6,17,3,0,0,20,4,2,0,5,2,0,12,2,1,0,0.167,0.22,0.196,0.416,0.203,16.2,-0.49,1959-02-25,1984
김경표89M2B,70,110,95,6,16,2,0,0,18,7,3,0,6,2,0,20,0,4,3,0.168,0.226,0.189,0.416,0.201,11.3,-0.5,1960-04-29,1989
김태완18넥DH,29,74,66,5,13,2,0,1,18,5,0,0,5,2,1,25,4,0,1,0.197,0.27,0.273,0.543,0.246,32.6,-0.5,1984-01-27,2018
정근우05S3B,52,106,88,11,17,2,0,0,19,5,4,2,4,4,0,13,3,8,2,0.193,0.255,0.216,0.471,0.214,16.2,-0.5,1982-10-02,2005
김대륙17롯SS,50,58,53,4,8,2,0,0,10,2,0,0,2,2,0,17,0,1,0,0.151,0.211,0.189,0.399,0.19,-5.3,-0.5,1992-04-03,2017
박윤15S1B,17,29,27,1,3,0,0,0,3,0,0,0,0,1,0,13,1,1,0,0.111,0.143,0.111,0.254,0.123,-47.5,-0.5,1988-03-07,2015
장승현22두C,41,63,55,5,7,1,0,0,8,4,0,0,2,2,0,18,2,3,1,0.127,0.183,0.145,0.329,0.157,-14.7,-0.5,1994-03-07,2022
김태형90OC,87,184,166,13,30,3,0,1,36,7,1,3,11,2,0,12,3,4,1,0.181,0.239,0.217,0.456,0.221,23.8,-0.5,1967-09-12,1990
문상철15k3B,51,88,80,10,13,3,0,2,22,6,0,0,7,0,0,32,1,1,0,0.163,0.23,0.275,0.505,0.23,19.5,-0.51,1991-04-06,2015
이승희85O,31,45,35,2,2,0,0,0,2,1,1,0,5,0,0,16,0,5,0,0.057,0.175,0.057,0.232,0.122,-42.4,-0.51,1959-04-03,1985
김승권02삼,59,92,84,6,15,3,0,1,21,14,0,0,3,1,0,22,1,0,4,0.179,0.207,0.25,0.457,0.204,14.5,-0.51,1976-05-01,2002
황우구99한SS,71,92,85,7,15,3,0,0,18,4,0,0,4,1,0,24,5,1,1,0.176,0.22,0.212,0.432,0.201,7,-0.51,1976-05-03,1999
박종윤16롯1B,73,211,195,24,55,5,1,1,65,17,3,2,10,2,1,25,4,3,1,0.282,0.322,0.333,0.655,0.302,64.6,-0.51,1982-04-11,2016
김일권86해LF,96,297,258,32,48,6,1,1,59,20,22,5,24,2,0,20,4,11,2,0.186,0.259,0.229,0.487,0.232,39.7,-0.51,1956-09-20,1986
김형철08K2B,45,41,40,4,5,0,0,0,5,1,1,2,1,0,0,12,0,0,0,0.125,0.146,0.125,0.271,0.134,-37.8,-0.51,1980-05-26,2008
나주환19S2B,94,245,225,14,50,9,0,3,68,20,1,2,12,3,0,54,6,4,1,0.222,0.27,0.302,0.572,0.265,53.1,-0.51,1984-06-14,2019
염경엽92태2B,102,257,218,26,43,12,0,1,58,18,7,0,18,3,0,35,4,17,1,0.197,0.267,0.266,0.533,0.239,34.1,-0.51,1968-03-01,1992
강민국20K2B,81,120,107,16,24,3,0,0,27,9,0,1,7,0,0,20,0,6,0,0.224,0.272,0.252,0.524,0.24,29.8,-0.52,1992-01-10,2020
염경엽91태SS,99,321,285,22,50,9,3,2,71,25,12,3,22,2,0,40,5,12,0,0.175,0.24,0.249,0.489,0.227,29.5,-0.52,1968-03-01,1991
박정현21한SS,33,120,107,10,21,4,0,0,25,9,1,0,9,0,0,32,1,3,1,0.196,0.256,0.234,0.49,0.235,30.9,-0.52,2001-07-27,2021
최만호03L,93,88,81,11,16,4,0,1,23,4,0,2,2,1,0,17,1,4,0,0.198,0.226,0.284,0.51,0.223,17.4,-0.52,1974-03-04,2003
윤재호94쌍SS,93,210,183,16,32,4,0,0,36,11,6,2,13,5,0,21,4,8,1,0.175,0.248,0.197,0.444,0.213,25.6,-0.52,1967-03-06,1994
김일환88해태1B,65,113,100,5,20,2,0,0,22,8,0,1,11,0,0,15,2,1,1,0.2,0.277,0.22,0.497,0.244,43.3,-0.52,1954-01-11,1988
김기태05S1B,54,130,112,5,23,4,0,0,27,11,0,0,15,0,1,23,4,2,1,0.205,0.297,0.241,0.538,0.258,47.1,-0.52,1969-05-23,2005
양석환15L3B,125,384,358,36,93,22,1,8,141,48,6,6,18,0,2,75,6,5,3,0.26,0.293,0.394,0.687,0.3,72.5,-0.52,1991-07-15,2015
박기혁10롯SS,48,166,153,10,33,3,0,0,36,13,2,0,6,1,0,18,5,5,1,0.216,0.248,0.235,0.484,0.225,22.8,-0.52,1981-06-04,2010
박승욱19SK1B,101,245,223,24,52,3,4,3,72,15,4,1,14,2,0,50,5,6,0,0.233,0.285,0.323,0.607,0.278,62.3,-0.52,1992-12-04,2019
오대석83삼1B,82,261,227,27,46,8,1,4,68,31,1,1,19,2,0,31,3,9,4,0.203,0.266,0.3,0.565,0.257,58.6,-0.52,1960-01-02,1983
김태균20한1B,67,254,219,14,48,11,0,2,65,29,0,0,30,2,3,42,8,1,2,0.219,0.316,0.297,0.613,0.288,64.7,-0.53,1982-05-29,2020
용덕한13롯C,56,101,88,6,13,1,0,1,17,4,1,0,7,0,0,24,2,5,1,0.148,0.208,0.193,0.402,0.189,-2.9,-0.53,1981-04-09,2013
최동수10LS1B,56,121,108,13,22,2,0,3,33,13,0,1,8,2,1,14,4,0,3,0.204,0.265,0.306,0.57,0.261,45.4,-0.53,1971-09-11,2010
김민재92롯SS,82,100,96,11,17,2,1,0,21,3,0,1,2,1,0,18,1,1,0,0.177,0.202,0.219,0.421,0.197,7.7,-0.53,1973-01-03,1992
송인호93쌍3B,98,273,236,14,41,7,0,3,57,14,13,13,25,2,0,61,10,9,1,0.174,0.258,0.242,0.499,0.238,46.1,-0.53,1968-12-27,1993
허규옥84삼RF,52,148,139,13,33,4,1,0,39,13,1,3,3,0,1,18,1,3,3,0.237,0.248,0.281,0.529,0.238,42.4,-0.53,1956-08-08,1984
정현20SSS,89,128,112,14,17,4,0,2,27,4,0,2,11,2,0,34,3,3,0,0.152,0.24,0.241,0.481,0.227,21.9,-0.53,1994-06-01,2020
김창희02KLF,114,350,310,28,67,12,0,5,94,35,4,0,27,4,0,79,15,4,5,0.216,0.283,0.303,0.587,0.266,56.7,-0.53,1973-07-03,2002
이종민98O2B,69,183,165,12,37,4,1,2,49,14,2,3,5,1,0,24,6,11,1,0.224,0.25,0.297,0.547,0.234,36,-0.53,1972-12-25,1998
송태일95쌍2B,48,93,86,0,15,3,0,0,18,6,1,0,1,1,0,9,1,5,0,0.174,0.193,0.209,0.403,0.179,6.9,-0.53,1970-04-05,1995
이용규22키LF,78,304,252,32,48,6,0,0,54,17,11,2,42,7,0,40,7,1,2,0.19,0.32,0.214,0.534,0.273,64.5,-0.53,1985-08-26,2022
김동한16두롯2B,78,116,107,9,27,6,0,0,33,14,5,1,6,0,0,19,1,3,0,0.252,0.292,0.308,0.6,0.275,46.2,-0.54,1988-06-24,2016
고장혁15K2B,82,57,52,17,8,2,0,1,13,4,7,3,4,0,0,15,0,1,0,0.154,0.214,0.25,0.464,0.212,7.6,-0.54,1990-01-08,2015
김재걸03삼SS,85,183,161,23,32,7,1,0,41,10,2,2,10,2,0,35,4,9,1,0.199,0.253,0.255,0.508,0.228,24.8,-0.54,1972-09-07,2003
허승민08삼CF,85,64,60,7,7,2,0,0,9,2,7,2,3,0,0,16,0,1,0,0.117,0.159,0.15,0.309,0.15,-25.1,-0.54,1986-02-28,2008
윤진호11LSS,75,99,88,11,14,4,0,0,18,2,2,1,6,0,0,26,3,5,0,0.159,0.213,0.205,0.417,0.194,3.2,-0.54,1986-06-23,2011
차일목14KC,94,224,185,17,35,6,0,2,47,18,0,2,24,2,0,28,7,11,2,0.189,0.286,0.254,0.54,0.251,29.6,-0.54,1981-01-26,2014
손지환99L2B,20,36,35,1,4,0,0,0,4,1,0,0,0,0,0,8,0,1,0,0.114,0.114,0.114,0.229,0.103,-64.4,-0.54,1978-11-13,1999
김경표85M1B,40,61,51,3,8,1,0,0,9,3,1,2,7,0,1,14,1,0,3,0.157,0.246,0.176,0.422,0.205,9.9,-0.54,1960-04-29,1985
김민식17SKC,137,392,352,39,78,9,2,4,103,40,3,3,26,5,0,55,8,7,2,0.222,0.283,0.293,0.576,0.263,43.5,-0.54,1989-06-28,2017
박기혁17kSS,97,263,235,22,56,11,1,2,75,18,2,1,16,2,0,51,9,7,3,0.238,0.289,0.319,0.608,0.271,46.9,-0.54,1981-06-04,2017
정진기18SCF,96,212,201,33,49,8,1,3,68,17,11,3,6,2,0,45,2,3,0,0.244,0.273,0.338,0.611,0.269,46.6,-0.54,1992-10-10,2018
이동수97삼롯3B,39,104,96,2,15,1,0,1,19,7,0,0,3,4,0,32,6,1,0,0.156,0.214,0.198,0.412,0.198,15.5,-0.55,1973-03-24,1997
호잉20한RF,34,134,124,12,24,4,0,4,40,14,5,3,9,1,0,34,4,0,0,0.194,0.254,0.323,0.576,0.265,48.8,-0.55,1989-05-18,2020
장민석17한RF,88,327,299,38,83,9,0,1,95,21,8,4,15,0,0,58,4,12,1,0.278,0.311,0.318,0.629,0.281,55.7,-0.55,1982-05-09,2017
백상원17삼2B,28,51,46,4,6,0,0,0,6,2,0,0,3,0,0,11,0,1,1,0.13,0.18,0.13,0.31,0.152,-30,-0.55,1988-01-02,2017
손주인15L2B,98,279,244,27,60,9,0,0,69,14,3,4,20,2,0,41,6,12,1,0.246,0.307,0.283,0.59,0.27,47.6,-0.55,1983-12-01,2015
이호신16KRF,51,43,39,1,6,2,0,0,8,2,1,1,2,0,0,10,1,1,1,0.154,0.191,0.205,0.396,0.182,-16.1,-0.55,1984-05-19,2016
김우근83해삼,35,72,64,3,12,0,0,0,12,1,1,2,2,0,0,10,0,0,0,0.188,0.212,0.188,0.4,0.177,0,-0.55,1956-01-26,1983
장재중01SLC,94,224,196,22,38,4,1,1,47,14,4,4,19,1,0,35,8,7,1,0.194,0.267,0.24,0.507,0.24,25.5,-0.55,1971-05-19,2001
정영기83M롯SS,57,123,116,9,18,6,0,1,27,7,1,1,4,0,0,12,3,2,1,0.155,0.182,0.233,0.415,0.191,10.8,-0.55,1956-02-29,1983
오태근04L,46,44,39,9,4,0,0,0,4,0,5,3,3,0,0,14,0,2,0,0.103,0.167,0.103,0.269,0.135,-42.6,-0.55,1978-04-05,2004
김민철01해1B,62,48,45,8,9,0,0,0,9,3,1,4,2,0,0,11,1,1,0,0.2,0.234,0.2,0.434,0.208,6.9,-0.55,1982-03-14,2001
강혁02S1B,31,49,47,3,7,2,0,0,9,2,0,0,2,0,1,13,1,0,0,0.149,0.184,0.191,0.375,0.163,-16.2,-0.55,1974-08-25,2002
